Part,Item,Estereotipia,Morfologia,RToracion,RTrta,RTA,Lista,Oracion,Edad,Genero,Pais,Residencia,Educacion,NoBinario
275,103,1,o,6286,6888,mixto,C,Los abuelos cumplen un rol central durante la crianza en sociedades modernas.,65,varon,Argentina,AMBA,universitario/posgrado,poco
275,107,3,o,7549,7921,masc.p,C,Los carpinteros de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,65,varon,Argentina,AMBA,universitario/posgrado,poco
275,102,3,e,6512,4890,mixto,C,Les bomberes a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,65,varon,Argentina,AMBA,universitario/posgrado,poco
275,111,2,x,5627,5073,mixto,C,Lxs cocinerxs siempre organizan los ingredientes sobre la mesada para cocinar.,65,varon,Argentina,AMBA,universitario/posgrado,poco
275,105,2,o,10346,4509,masc.p,C,Los ingenieros revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,65,varon,Argentina,AMBA,universitario/posgrado,poco
275,114,3,x,6188,4363,mixto,C,Lxs caminionerxs con experiencia manejan por la ruta durante toda la noche.,65,varon,Argentina,AMBA,universitario/posgrado,poco
275,109,1,x,5487,5904,mixto,C,Lxs ni&ntilde;xs siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,65,varon,Argentina,AMBA,universitario/posgrado,poco
275,99,2,e,5753,4410,mixto,C,Les enfermeres tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,65,varon,Argentina,AMBA,universitario/posgrado,poco
275,100,2,e,3963,3672,mixto,C,Les cirujanes cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,65,varon,Argentina,AMBA,universitario/posgrado,poco
277,99,2,e,11158,13351,mixto,C,Les enfermeres tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,25,no.cis,Argentina,AMBA,universitario/posgrado,mucho
277,100,2,e,3997,8369,mixto,C,Les cirujanes cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,25,no.cis,Argentina,AMBA,universitario/posgrado,mucho
277,112,2,x,19431,16201,mixto,C,Lxs funcionarixs organizan su tiempo en funci&oacute;n de las demandas presidenciales.,25,no.cis,Argentina,AMBA,universitario/posgrado,mucho
277,101,3,e,4702,8944,mixto,C,Les plomeres con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,25,no.cis,Argentina,AMBA,universitario/posgrado,mucho
277,109,1,x,12783,10392,mixto,C,Lxs ni&ntilde;xs siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,25,no.cis,Argentina,AMBA,universitario/posgrado,mucho
277,110,1,x,10166,6888,mixto,C,Lxs hermanxs de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,25,no.cis,Argentina,AMBA,universitario/posgrado,mucho
277,103,1,o,12759,5000,mixto,C,Los abuelos cumplen un rol central durante la crianza en sociedades modernas.,25,no.cis,Argentina,AMBA,universitario/posgrado,mucho
277,102,3,e,5327,8408,mixto,C,Les bomberes a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,25,no.cis,Argentina,AMBA,universitario/posgrado,mucho
277,113,3,x,3559,4881,mixto,C,Lxs porterxs de las escuelas conocen a todos los estudiantes y sus padres.,25,no.cis,Argentina,AMBA,universitario/posgrado,mucho
277,114,3,x,5606,9816,mixto,C,Lxs caminionerxs con experiencia manejan por la ruta durante toda la noche.,25,no.cis,Argentina,AMBA,universitario/posgrado,mucho
277,105,2,o,25454,8648,masc.p,C,Los ingenieros revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,25,no.cis,Argentina,AMBA,universitario/posgrado,mucho
277,108,3,o,12614,10194,masc.p,C,Los herreros con trayectoria fabrican las herramientas que usan para su oficio.,25,no.cis,Argentina,AMBA,universitario/posgrado,mucho
277,104,1,o,5398,5601,mixto,C,Los hijos de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,25,no.cis,Argentina,AMBA,universitario/posgrado,mucho
277,111,2,x,7774,13304,mixto,C,Lxs cocinerxs siempre organizan los ingredientes sobre la mesada para cocinar.,25,no.cis,Argentina,AMBA,universitario/posgrado,mucho
277,97,1,e,11631,15281,mixto,C,Les maestres usan recursos variados durante la alfabetizaci&oacute;n inicial.,25,no.cis,Argentina,AMBA,universitario/posgrado,mucho
277,107,3,o,13151,13336,masc.p,C,Los carpinteros de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,25,no.cis,Argentina,AMBA,universitario/posgrado,mucho
277,106,2,o,7007,20561,masc.p,C,Los arquitectos realizan los planos para edificios en modernos programas inform&aacute;ticos.,25,no.cis,Argentina,AMBA,universitario/posgrado,mucho
277,98,1,e,4366,12321,mixto,C,Les alumnes de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,25,no.cis,Argentina,AMBA,universitario/posgrado,mucho
278,66,3,o,4338,4698,masc.p,B,Los camioneros con experiencia manejan por la ruta durante toda la noche.,22,mujer,Argentina,AMBA,universitario/posgrado,mucho
278,56,1,e,4501,6185,mixto,B,Les hijes de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,22,mujer,Argentina,AMBA,universitario/posgrado,mucho
278,62,1,o,2903,3112,masc.p,B,Los hermanos de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,22,mujer,Argentina,AMBA,universitario/posgrado,mucho
278,58,2,e,5618,9385,mixto,B,Les arquitectes realizan los planos para edificios en modernos programas inform&aacute;ticos.,22,mujer,Argentina,AMBA,universitario/posgrado,mucho
278,63,2,o,3740,6018,masc.p,B,Los cocineros siempre organizan los ingredientes sobre la mesada para cocinar.,22,mujer,Argentina,AMBA,universitario/posgrado,mucho
278,53,3,x,6699,5546,mixto,B,Lxs plomerxs con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,22,mujer,Argentina,AMBA,universitario/posgrado,mucho
278,59,3,e,4768,5911,mixto,B,Les carpinteres de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,22,mujer,Argentina,AMBA,universitario/posgrado,mucho
278,61,1,o,2565,16389,mixto,B,Los ni&ntilde;os siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,22,mujer,Argentina,AMBA,universitario/posgrado,mucho
278,65,3,o,3313,4767,masc.p,B,Los porteros de las escuelas conocen a todos los estudiantes y sus padres.,22,mujer,Argentina,AMBA,universitario/posgrado,mucho
278,60,3,e,5702,4600,mixto,B,Les herreres con trayectoria fabrican las herramientas que usan para su oficio.,22,mujer,Argentina,AMBA,universitario/posgrado,mucho
278,50,1,x,2663,11308,mixto,B,Lxs alumnxs de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,22,mujer,Argentina,AMBA,universitario/posgrado,mucho
278,54,3,x,3487,6538,mixto,B,Lxs bomberxs a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,22,mujer,Argentina,AMBA,universitario/posgrado,mucho
278,55,1,e,9326,9082,mixto,B,Les abueles cumplen un rol central durante la crianza en sociedades modernas.,22,mujer,Argentina,AMBA,universitario/posgrado,mucho
278,57,2,e,7341,4182,mixto,B,Les ingenieres revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,22,mujer,Argentina,AMBA,universitario/posgrado,mucho
278,49,1,x,14969,19362,mixto,B,Lxs maestrxs usan recursos variados durante la alfabetizaci&oacute;n inicial.,22,mujer,Argentina,AMBA,universitario/posgrado,mucho
278,52,2,x,4441,11683,mixto,B,Lxs cirujanxs cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,22,mujer,Argentina,AMBA,universitario/posgrado,mucho
278,51,2,x,11075,3909,mixto,B,Lxs enfermerxs tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,22,mujer,Argentina,AMBA,universitario/posgrado,mucho
278,64,2,o,3998,2902,masc.p,B,Los funcionarios organizan su tiempo en funci&oacute;n de las demandas presidenciales.,22,mujer,Argentina,AMBA,universitario/posgrado,mucho
279,109,1,x,3439,4455,mixto,C,Lxs ni&ntilde;xs siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,32,mujer,Argentina,AMBA,universitario/posgrado,mucho
279,114,3,x,2897,3061,mixto,C,Lxs caminionerxs con experiencia manejan por la ruta durante toda la noche.,32,mujer,Argentina,AMBA,universitario/posgrado,mucho
279,107,3,o,3817,4847,masc.p,C,Los carpinteros de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,32,mujer,Argentina,AMBA,universitario/posgrado,mucho
279,106,2,o,5340,9918,mixto,C,Los arquitectos realizan los planos para edificios en modernos programas inform&aacute;ticos.,32,mujer,Argentina,AMBA,universitario/posgrado,mucho
279,100,2,e,3211,1851,mixto,C,Les cirujanes cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,32,mujer,Argentina,AMBA,universitario/posgrado,mucho
279,112,2,x,2524,2379,mixto,C,Lxs funcionarixs organizan su tiempo en funci&oacute;n de las demandas presidenciales.,32,mujer,Argentina,AMBA,universitario/posgrado,mucho
279,103,1,o,3592,4971,mixto,C,Los abuelos cumplen un rol central durante la crianza en sociedades modernas.,32,mujer,Argentina,AMBA,universitario/posgrado,mucho
279,113,3,x,2228,2467,mixto,C,Lxs porterxs de las escuelas conocen a todos los estudiantes y sus padres.,32,mujer,Argentina,AMBA,universitario/posgrado,mucho
279,99,2,e,2564,2584,mixto,C,Les enfermeres tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,32,mujer,Argentina,AMBA,universitario/posgrado,mucho
279,110,1,x,4255,3041,mixto,C,Lxs hermanxs de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,32,mujer,Argentina,AMBA,universitario/posgrado,mucho
279,108,3,o,5090,3370,masc.p,C,Los herreros con trayectoria fabrican las herramientas que usan para su oficio.,32,mujer,Argentina,AMBA,universitario/posgrado,mucho
279,104,1,o,2965,3855,mixto,C,Los hijos de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,32,mujer,Argentina,AMBA,universitario/posgrado,mucho
279,111,2,x,1873,3746,mixto,C,Lxs cocinerxs siempre organizan los ingredientes sobre la mesada para cocinar.,32,mujer,Argentina,AMBA,universitario/posgrado,mucho
279,98,1,e,3052,1945,mixto,C,Les alumnes de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,32,mujer,Argentina,AMBA,universitario/posgrado,mucho
279,97,1,e,2270,6464,mixto,C,Les maestres usan recursos variados durante la alfabetizaci&oacute;n inicial.,32,mujer,Argentina,AMBA,universitario/posgrado,mucho
279,105,2,o,4635,2459,mixto,C,Los ingenieros revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,32,mujer,Argentina,AMBA,universitario/posgrado,mucho
279,101,3,e,2583,2400,mixto,C,Les plomeres con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,32,mujer,Argentina,AMBA,universitario/posgrado,mucho
279,102,3,e,2886,3320,mixto,C,Les bomberes a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,32,mujer,Argentina,AMBA,universitario/posgrado,mucho
280,101,3,e,10925,5652,mixto,C,Les plomeres con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,21,varon,Argentina,AMBA,universitario en curso,mucho
280,99,2,e,2543,4382,mixto,C,Les enfermeres tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,21,varon,Argentina,AMBA,universitario en curso,mucho
280,103,1,o,19756,15327,mixto,C,Los abuelos cumplen un rol central durante la crianza en sociedades modernas.,21,varon,Argentina,AMBA,universitario en curso,mucho
280,111,2,x,2077,5279,mixto,C,Lxs cocinerxs siempre organizan los ingredientes sobre la mesada para cocinar.,21,varon,Argentina,AMBA,universitario en curso,mucho
280,97,1,e,3599,5029,mixto,C,Les maestres usan recursos variados durante la alfabetizaci&oacute;n inicial.,21,varon,Argentina,AMBA,universitario en curso,mucho
280,104,1,o,2360,5308,mixto,C,Los hijos de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,21,varon,Argentina,AMBA,universitario en curso,mucho
280,112,2,x,2183,3535,mixto,C,Lxs funcionarixs organizan su tiempo en funci&oacute;n de las demandas presidenciales.,21,varon,Argentina,AMBA,universitario en curso,mucho
280,98,1,e,2617,4907,mixto,C,Les alumnes de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,21,varon,Argentina,AMBA,universitario en curso,mucho
280,114,3,x,2238,3884,mixto,C,Lxs caminionerxs con experiencia manejan por la ruta durante toda la noche.,21,varon,Argentina,AMBA,universitario en curso,mucho
280,106,2,o,9564,13839.5,mixto,C,Los arquitectos realizan los planos para edificios en modernos programas inform&aacute;ticos.,21,varon,Argentina,AMBA,universitario en curso,mucho
280,110,1,x,3672,6829,mixto,C,Lxs hermanxs de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,21,varon,Argentina,AMBA,universitario en curso,mucho
280,113,3,x,6831,7415,mixto,C,Lxs porterxs de las escuelas conocen a todos los estudiantes y sus padres.,21,varon,Argentina,AMBA,universitario en curso,mucho
280,109,1,x,2360,4406,mixto,C,Lxs ni&ntilde;xs siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,21,varon,Argentina,AMBA,universitario en curso,mucho
280,100,2,e,9830,6092,mixto,C,Les cirujanes cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,21,varon,Argentina,AMBA,universitario en curso,mucho
280,107,3,o,12046,2963,mixto,C,Los carpinteros de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,21,varon,Argentina,AMBA,universitario en curso,mucho
280,108,3,o,2925,13889,mixto,C,Los herreros con trayectoria fabrican las herramientas que usan para su oficio.,21,varon,Argentina,AMBA,universitario en curso,mucho
280,102,3,e,2128,6998,mixto,C,Les bomberes a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,21,varon,Argentina,AMBA,universitario en curso,mucho
280,105,2,o,8814,9520,mixto,C,Los ingenieros revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,21,varon,Argentina,AMBA,universitario en curso,mucho
281,114,3,x,2064,3995,mixto,C,Lxs caminionerxs con experiencia manejan por la ruta durante toda la noche.,26,varon,Argentina,AMBA,universitario/posgrado,poco
281,110,1,x,1471,3458,mixto,C,Lxs hermanxs de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,26,varon,Argentina,AMBA,universitario/posgrado,poco
281,104,1,o,1939,4640,mixto,C,Los hijos de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,26,varon,Argentina,AMBA,universitario/posgrado,poco
281,111,2,x,2030,4830,mixto,C,Lxs cocinerxs siempre organizan los ingredientes sobre la mesada para cocinar.,26,varon,Argentina,AMBA,universitario/posgrado,poco
281,97,1,e,2549,4164,mixto,C,Les maestres usan recursos variados durante la alfabetizaci&oacute;n inicial.,26,varon,Argentina,AMBA,universitario/posgrado,poco
281,100,2,e,3086,2771,mixto,C,Les cirujanes cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,26,varon,Argentina,AMBA,universitario/posgrado,poco
281,106,2,o,3741,10858,mixto,C,Los arquitectos realizan los planos para edificios en modernos programas inform&aacute;ticos.,26,varon,Argentina,AMBA,universitario/posgrado,poco
281,113,3,x,4008,5966,mixto,C,Lxs porterxs de las escuelas conocen a todos los estudiantes y sus padres.,26,varon,Argentina,AMBA,universitario/posgrado,poco
281,107,3,o,3052,4806,mixto,C,Los carpinteros de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,26,varon,Argentina,AMBA,universitario/posgrado,poco
281,102,3,e,3220,6470,mixto,C,Les bomberes a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,26,varon,Argentina,AMBA,universitario/posgrado,poco
281,112,2,x,2653,3600,mixto,C,Lxs funcionarixs organizan su tiempo en funci&oacute;n de las demandas presidenciales.,26,varon,Argentina,AMBA,universitario/posgrado,poco
281,109,1,x,2087,3488,mixto,C,Lxs ni&ntilde;xs siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,26,varon,Argentina,AMBA,universitario/posgrado,poco
281,103,1,o,1731,8342,mixto,C,Los abuelos cumplen un rol central durante la crianza en sociedades modernas.,26,varon,Argentina,AMBA,universitario/posgrado,poco
281,101,3,e,4116,7062,mixto,C,Les plomeres con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,26,varon,Argentina,AMBA,universitario/posgrado,poco
281,105,2,o,1648,5534,mixto,C,Los ingenieros revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,26,varon,Argentina,AMBA,universitario/posgrado,poco
281,98,1,e,2362,4403,mixto,C,Les alumnes de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,26,varon,Argentina,AMBA,universitario/posgrado,poco
281,99,2,e,2498,3784,mixto,C,Les enfermeres tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,26,varon,Argentina,AMBA,universitario/posgrado,poco
281,108,3,o,4660,11480,masc.p,C,Los herreros con trayectoria fabrican las herramientas que usan para su oficio.,26,varon,Argentina,AMBA,universitario/posgrado,poco
282,58,2,e,4829,3469,mixto,B,Les arquitectes realizan los planos para edificios en modernos programas inform&aacute;ticos.,22,varon,Argentina,AMBA,universitario en curso,nada
282,52,2,x,2944,3467,mixto,B,Lxs cirujanxs cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,22,varon,Argentina,AMBA,universitario en curso,nada
282,56,1,e,3695,3501,mixto,B,Les hijes de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,22,varon,Argentina,AMBA,universitario en curso,nada
282,55,1,e,2919,4543,mixto,B,Les abueles cumplen un rol central durante la crianza en sociedades modernas.,22,varon,Argentina,AMBA,universitario en curso,nada
282,57,2,e,4167,3593,mixto,B,Les ingenieres revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,22,varon,Argentina,AMBA,universitario en curso,nada
282,49,1,x,3512,3826,mixto,B,Lxs maestrxs usan recursos variados durante la alfabetizaci&oacute;n inicial.,22,varon,Argentina,AMBA,universitario en curso,nada
282,64,2,o,3169,4031,mixto,B,Los funcionarios organizan su tiempo en funci&oacute;n de las demandas presidenciales.,22,varon,Argentina,AMBA,universitario en curso,nada
282,62,1,o,4128,2901,mixto,B,Los hermanos de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,22,varon,Argentina,AMBA,universitario en curso,nada
282,61,1,o,3698,2693,mixto,B,Los ni&ntilde;os siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,22,varon,Argentina,AMBA,universitario en curso,nada
282,60,3,e,4659,4502,mixto,B,Les herreres con trayectoria fabrican las herramientas que usan para su oficio.,22,varon,Argentina,AMBA,universitario en curso,nada
282,53,3,x,2570,3587,mixto,B,Lxs plomerxs con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,22,varon,Argentina,AMBA,universitario en curso,nada
282,54,3,x,5165,2647,mixto,B,Lxs bomberxs a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,22,varon,Argentina,AMBA,universitario en curso,nada
282,51,2,x,3124,2583,mixto,B,Lxs enfermerxs tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,22,varon,Argentina,AMBA,universitario en curso,nada
282,66,3,o,2971,3985,mixto,B,Los camioneros con experiencia manejan por la ruta durante toda la noche.,22,varon,Argentina,AMBA,universitario en curso,nada
282,63,2,o,3497,3934,mixto,B,Los cocineros siempre organizan los ingredientes sobre la mesada para cocinar.,22,varon,Argentina,AMBA,universitario en curso,nada
282,65,3,o,6042,3284,mixto,B,Los porteros de las escuelas conocen a todos los estudiantes y sus padres.,22,varon,Argentina,AMBA,universitario en curso,nada
282,50,1,x,2787,6307,mixto,B,Lxs alumnxs de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,22,varon,Argentina,AMBA,universitario en curso,nada
282,59,3,e,3323,2581,mixto,B,Les carpinteres de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,22,varon,Argentina,AMBA,universitario en curso,nada
283,114,3,x,1948,2464,masc.p,C,Lxs caminionerxs con experiencia manejan por la ruta durante toda la noche.,24,varon,Argentina,AMBA,universitario en curso,nada
283,108,3,o,2853,2131,masc.p,C,Los herreros con trayectoria fabrican las herramientas que usan para su oficio.,24,varon,Argentina,AMBA,universitario en curso,nada
283,104,1,o,2972,7804,masc.p,C,Los hijos de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,24,varon,Argentina,AMBA,universitario en curso,nada
283,98,1,e,4093,2747,mixto,C,Les alumnes de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,24,varon,Argentina,AMBA,universitario en curso,nada
283,105,2,o,3572,2475,masc.p,C,Los ingenieros revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,24,varon,Argentina,AMBA,universitario en curso,nada
283,107,3,o,3541,2236,masc.p,C,Los carpinteros de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,24,varon,Argentina,AMBA,universitario en curso,nada
283,106,2,o,4621,6331,masc.p,C,Los arquitectos realizan los planos para edificios en modernos programas inform&aacute;ticos.,24,varon,Argentina,AMBA,universitario en curso,nada
283,102,3,e,4404,3060,masc.p,C,Les bomberes a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,24,varon,Argentina,AMBA,universitario en curso,nada
283,113,3,x,2236,5132,masc.p,C,Lxs porterxs de las escuelas conocen a todos los estudiantes y sus padres.,24,varon,Argentina,AMBA,universitario en curso,nada
283,111,2,x,2405,3817,mixto,C,Lxs cocinerxs siempre organizan los ingredientes sobre la mesada para cocinar.,24,varon,Argentina,AMBA,universitario en curso,nada
283,110,1,x,3389,3603,mixto,C,Lxs hermanxs de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,24,varon,Argentina,AMBA,universitario en curso,nada
283,103,1,o,2309,4196,mixto,C,Los abuelos cumplen un rol central durante la crianza en sociedades modernas.,24,varon,Argentina,AMBA,universitario en curso,nada
283,109,1,x,3380,5644,mixto,C,Lxs ni&ntilde;xs siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,24,varon,Argentina,AMBA,universitario en curso,nada
283,99,2,e,3395,7268,mixto,C,Les enfermeres tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,24,varon,Argentina,AMBA,universitario en curso,nada
283,100,2,e,3270,2875,mixto,C,Les cirujanes cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,24,varon,Argentina,AMBA,universitario en curso,nada
283,112,2,x,2507,3652,mixto,C,Lxs funcionarixs organizan su tiempo en funci&oacute;n de las demandas presidenciales.,24,varon,Argentina,AMBA,universitario en curso,nada
283,101,3,e,3060,3820,mixto,C,Les plomeres con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,24,varon,Argentina,AMBA,universitario en curso,nada
284,58,2,e,5914,7631,mixto,B,Les arquitectes realizan los planos para edificios en modernos programas inform&aacute;ticos.,42,varon,MŽxico,noAMBA,universitario/posgrado,nada
284,51,2,x,4347,6039,mixto,B,Lxs enfermerxs tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,42,varon,MŽxico,noAMBA,universitario/posgrado,nada
284,65,3,o,3641,12419,masc.p,B,Los porteros de las escuelas conocen a todos los estudiantes y sus padres.,42,varon,MŽxico,noAMBA,universitario/posgrado,nada
284,62,1,o,4790,6075,mixto,B,Los hermanos de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,42,varon,MŽxico,noAMBA,universitario/posgrado,nada
284,56,1,e,3556,6520,mixto,B,Les hijes de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,42,varon,MŽxico,noAMBA,universitario/posgrado,nada
284,50,1,x,11520,4434,mixto,B,Lxs alumnxs de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,42,varon,MŽxico,noAMBA,universitario/posgrado,nada
284,61,1,o,3903,5524,mixto,B,Los ni&ntilde;os siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,42,varon,MŽxico,noAMBA,universitario/posgrado,nada
284,64,2,o,20795,5391,mixto,B,Los funcionarios organizan su tiempo en funci&oacute;n de las demandas presidenciales.,42,varon,MŽxico,noAMBA,universitario/posgrado,nada
284,66,3,o,4080,15260,mixto,B,Los camioneros con experiencia manejan por la ruta durante toda la noche.,42,varon,MŽxico,noAMBA,universitario/posgrado,nada
284,63,2,o,19757,8940,mixto,B,Los cocineros siempre organizan los ingredientes sobre la mesada para cocinar.,42,varon,MŽxico,noAMBA,universitario/posgrado,nada
284,52,2,x,4511,7186,mixto,B,Lxs cirujanxs cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,42,varon,MŽxico,noAMBA,universitario/posgrado,nada
284,53,3,x,3018,7220,mixto,B,Lxs plomerxs con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,42,varon,MŽxico,noAMBA,universitario/posgrado,nada
284,54,3,x,5585,5694,mixto,B,Lxs bomberxs a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,42,varon,MŽxico,noAMBA,universitario/posgrado,nada
284,60,3,e,6650,8537,mixto,B,Les herreres con trayectoria fabrican las herramientas que usan para su oficio.,42,varon,MŽxico,noAMBA,universitario/posgrado,nada
284,59,3,e,4339,7290,mixto,B,Les carpinteres de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,42,varon,MŽxico,noAMBA,universitario/posgrado,nada
284,55,1,e,10476,14704,mixto,B,Les abueles cumplen un rol central durante la crianza en sociedades modernas.,42,varon,MŽxico,noAMBA,universitario/posgrado,nada
284,49,1,x,7634,5439,mixto,B,Lxs maestrxs usan recursos variados durante la alfabetizaci&oacute;n inicial.,42,varon,MŽxico,noAMBA,universitario/posgrado,nada
285,113,3,x,2192,5399,mixto,C,Lxs porterxs de las escuelas conocen a todos los estudiantes y sus padres.,24,mujer,Argentina,AMBA,universitario en curso,mucho
285,109,1,x,4730,4355,mixto,C,Lxs ni&ntilde;xs siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,24,mujer,Argentina,AMBA,universitario en curso,mucho
285,111,2,x,2360,3700,mixto,C,Lxs cocinerxs siempre organizan los ingredientes sobre la mesada para cocinar.,24,mujer,Argentina,AMBA,universitario en curso,mucho
285,101,3,e,3754,6610,mixto,C,Les plomeres con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,24,mujer,Argentina,AMBA,universitario en curso,mucho
285,107,3,o,3507,3261,masc.p,C,Los carpinteros de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,24,mujer,Argentina,AMBA,universitario en curso,mucho
285,100,2,e,6496,4155,mixto,C,Les cirujanes cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,24,mujer,Argentina,AMBA,universitario en curso,mucho
285,114,3,x,3102,2236,mixto,C,Lxs caminionerxs con experiencia manejan por la ruta durante toda la noche.,24,mujer,Argentina,AMBA,universitario en curso,mucho
285,97,1,e,5301,3933,mixto,C,Les maestres usan recursos variados durante la alfabetizaci&oacute;n inicial.,24,mujer,Argentina,AMBA,universitario en curso,mucho
285,99,2,e,2850,4546,mixto,C,Les enfermeres tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,24,mujer,Argentina,AMBA,universitario en curso,mucho
285,108,3,o,7102,4543,masc.p,C,Los herreros con trayectoria fabrican las herramientas que usan para su oficio.,24,mujer,Argentina,AMBA,universitario en curso,mucho
285,98,1,e,3773,8482,mixto,C,Les alumnes de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,24,mujer,Argentina,AMBA,universitario en curso,mucho
